Период,ДнНд,Дата создания,vkontakte/cpa,vkontakte/social,instagram/cpa,instagram/social,facebook/cpa,facebook/social,odnoklassniki/cpa,odnoklassniki/social,yandex/cpa,google/cpa,yandex/organic,google/organic,direct,email,2 ГИС,Гугл мой бизнес + Гугл карты,Яндекс справочник + Яндекс карты,Нераспознанный источник,Итого
2021.04,пн,19.04.2021,0,0,0,0,0,0,0,0,2,2,3,3,1,1,0,2,1,8,23
2021.04,вт,20.04.2021,0,0,1,0,0,0,0,0,4,2,3,0,2,0,0,0,1,11,24
2021.04,ср,21.04.2021,1,0,1,0,0,0,0,0,7,1,0,1,4,0,0,2,3,4,24
2021.04,чт,22.04.2021,0,0,1,0,0,0,0,0,2,1,3,2,1,0,1,0,3,6,20
2021.04,пт,23.04.2021,1,0,2,0,0,0,0,0,6,5,1,0,1,0,1,0,2,6,25
2021.04,сб,24.04.2021,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,9
2021.04,вс,25.04.2021,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,10
2021.04,пн,26.04.2021,0,0,1,0,0,0,0,0,4,1,2,1,0,0,0,1,3,3,16
2021.04,вт,27.04.2021,3,0,1,0,0,0,0,0,7,1,2,1,6,0,0,2,1,8,32
2021.04,ср,28.04.2021,0,0,0,0,0,0,0,0,2,2,3,1,0,1,0,1,1,14,25
2021.04,чт,29.04.2021,1,0,0,0,0,0,0,0,2,3,2,1,0,1,0,1,0,10,21
2021.04,пт,30.04.2021,0,0,3,0,0,0,0,0,7,3,0,1,1,1,0,0,1,3,20
2021.05,сб,01.05.2021,1,0,2,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,10
2021.05,вс,02.05.2021,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
2021.05,пн,03.05.2021,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,3,10
2021.05,вт,04.05.2021,0,0,2,0,0,0,0,0,6,5,0,0,0,0,0,0,1,5,19
2021.05,ср,05.05.2021,0,0,0,0,0,0,0,0,5,4,1,1,2,0,0,0,1,2,16
2021.05,чт,06.05.2021,0,0,1,0,0,0,0,0,2,3,1,1,1,0,0,0,1,2,12
2021.05,пт,07.05.2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4
2021.05,сб,08.05.2021,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3
2021.05,вс,09.05.2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2021.05,пн,10.05.2021,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,5
2021.05,вт,11.05.2021,0,0,2,0,0,0,0,0,3,0,2,0,0,3,0,1,2,7,20
2021.05,ср,12.05.2021,1,0,0,0,0,0,0,0,8,0,2,0,3,0,1,1,3,10,29
2021.05,чт,13.05.2021,0,0,0,0,0,0,0,0,6,0,3,1,2,1,1,0,1,8,23
2021.05,пт,14.05.2021,0,0,0,0,0,0,0,0,3,5,0,1,0,1,0,0,1,7,18
2021.05,сб,15.05.2021,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,1,7
2021.05,вс,16.05.2021,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,2,9
2021.05,пн,17.05.2021,0,0,0,0,0,0,0,0,8,3,3,1,0,2,0,0,1,5,23
2021.05,вт,18.05.2021,0,0,1,0,0,0,0,0,2,1,1,1,3,2,0,0,3,7,21
2021.05,ср,19.05.2021,0,0,0,0,0,0,0,0,6,2,0,0,1,0,0,0,2,11,22
2021.05,чт,20.05.2021,0,0,1,0,0,0,0,0,3,6,1,0,0,0,0,1,1,9,22
2021.05,пт,21.05.2021,0,1,1,0,0,0,0,0,10,4,0,0,1,0,0,4,0,4,25
2021.05,сб,22.05.2021,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,5
2021.05,вс,23.05.2021,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,8
2021.05,пн,24.05.2021,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,7,15
2021.05,вт,25.05.2021,0,0,2,0,0,0,0,0,2,2,1,1,1,0,0,2,2,5,18
2021.05,ср,26.05.2021,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,9,15
2021.05,чт,27.05.2021,0,0,1,0,0,0,0,0,1,1,3,0,2,1,0,1,0,10,20
2021.05,пт,28.05.2021,0,0,2,0,0,0,0,0,2,1,1,0,1,1,0,0,4,6,18
2021.05,сб,29.05.2021,0,0,2,0,0,0,0,0,7,4,0,0,1,0,0,0,0,1,15
2021.05,вс,30.05.2021,0,0,1,0,0,0,0,0,3,4,0,0,2,0,0,0,0,0,10
2021.05,пн,31.05.2021,0,0,0,0,0,0,0,0,3,1,0,1,0,1,1,1,2,8,18
