"Дата начала отчетности","Дата окончания отчетности","Название кампании","Показ кампании","Бюджет группы объявлений","Тип бюджета группы объявлений","Значение атрибуции",Результаты,"Индикатор результата",Охват,Показы,"Цена за результаты","Сумма затрат (RUB)",Конец
2021-06-01,2021-06-11,Instagram,inactive,1950,Дневной,"7 дней после клика или 1 день после просмотра",126,actions:landing_page_view,14456,17154,33.016746031746,4160.11,Текущие
